sub,run,story_id,dur_run,dur_story,diff
09,58,story_58,276.928,276.976,0.04800000000000182
09,59,story_49,273.387,273.392,0.0049999999999954525
09,5,story_5,307.563,307.584,0.021000000000015007
09,60,story_50,256.318,256.272,0.04599999999999227
09,6,story_6,290.916,290.96,0.04399999999998272
09,7,story_49,272.50100000000003,273.392,0.8909999999999627
09,8,story_49,273.38599999999997,273.392,0.006000000000028649
09,9,story_9,258.71999999999997,258.768,0.04800000000000182
10,10,story_10,239.93,240.0,0.06999999999999318
10,11,story_11,398.348,398.336,0.012000000000000455
10,12,story_12,351.705,351.712,0.007000000000005002
10,13,story_13,323.72,323.744,0.02400000000000091
10,14,story_14,318.96,318.992,0.03200000000003911
10,15,story_15,307.693,307.712,0.019000000000005457
10,16,story_16,294.456,294.496,0.03999999999996362
10,17,story_17,279.97,280.0,0.029999999999972715
10,18,story_18,274.428,274.48,0.05200000000002092
10,19,story_19,263.601,263.648,0.047000000000025466
10,1,story_1,406.443,406.416,0.026999999999986812
10,20,story_20,240.17,240.224,0.054000000000002046
10,21,story_21,393.515,393.488,0.026999999999986812
10,22,story_22,345.231,345.232,0.0010000000000331966
10,23,story_23,322.57099999999997,322.608,0.03700000000003456
10,24,story_24,315.65700000000004,315.68,0.022999999999967713
10,25,story_25,304.862,304.896,0.033999999999991815
10,26,story_26,295.007,295.024,0.016999999999995907
10,27,story_27,284.801,284.848,0.047000000000025466
10,28,story_28,274.897,274.928,0.03100000000000591
10,29,story_29,265.452,265.504,0.05200000000002092
10,2,story_2,352.565,352.576,0.011000000000024102
10,30,story_30,240.56,240.624,0.06399999999999295
10,31,story_31,379.228,379.232,0.004000000000019099
10,32,story_32,335.817,335.84,0.022999999999967713
10,33,story_33,321.591,321.6,0.009000000000014552
10,34,story_34,310.814,310.832,0.01799999999997226
10,35,story_35,304.782,304.816,0.033999999999991815
10,36,story_36,296.408,296.432,0.02400000000000091
10,37,story_37,288.374,288.416,0.04199999999997317
10,38,story_38,275.597,275.632,0.03500000000002501
10,39,story_39,269.69399999999996,269.728,0.03400000000004866
10,3,story_3,319.96999999999997,320.0,0.03000000000002956
10,40,story_40,255.487,255.552,0.06499999999999773
10,41,story_41,367.992,368.0,0.007999999999981355
10,42,story_42,332.276,332.304,0.027999999999963165
10,43,story_43,320.17999999999995,320.192,0.012000000000057298
10,44,story_44,308.94399999999996,308.976,0.03200000000003911
10,45,story_45,301.24,301.264,0.02400000000000091
10,46,story_46,298.359,298.4,0.04099999999999682
10,47,story_47,288.94399999999996,288.976,0.03200000000003911
10,48,story_48,275.72799999999995,275.76,0.03200000000003911
10,49,story_49,273.356,273.392,0.036000000000001364
10,4,story_4,319.16999999999996,319.184,0.014000000000066848
10,50,story_50,256.218,256.272,0.053999999999973625
10,51,story_51,352.596,352.608,0.012000000000000455
10,52,story_52,323.07,323.088,0.018000000000029104
10,53,story_53,324.582,324.608,0.02600000000001046
10,54,story_54,308.374,308.4,0.025999999999953616
10,55,story_55,300.65,300.672,0.022000000000048203
10,56,story_56,298.849,298.88,0.03100000000000591
10,57,story_57,289.95500000000004,290.0,0.04499999999995907
10,58,story_58,276.928,276.976,0.04800000000000182
10,59,story_49,273.386,273.392,0.005999999999971806
10,5,story_5,307.562,307.584,0.02199999999999136
10,60,story_50,256.318,256.272,0.04599999999999227
10,6,story_6,290.915,290.96,0.04499999999995907
10,7,story_17,279.969,280.0,0.03100000000000591
10,8,story_49,273.387,273.392,0.0049999999999954525
10,9,story_9,258.709,258.768,0.05899999999996908
11,10,story_10,239.92999999999998,240.0,0.0700000000000216
11,11,story_11,398.347,398.336,0.010999999999967258
11,12,story_12,351.705,351.712,0.007000000000005002
11,13,story_13,323.721,323.744,0.023000000000024556
11,14,story_14,318.958,318.992,0.033999999999991815
11,15,story_15,307.693,307.712,0.019000000000005457
11,16,story_16,294.456,294.496,0.03999999999996362
11,17,story_17,279.969,280.0,0.03100000000000591
11,18,story_18,274.42600000000004,274.48,0.053999999999973625
11,19,story_19,263.601,263.648,0.047000000000025466
11,1,story_1,406.44199999999995,406.416,0.025999999999953616
11,20,story_20,240.16899999999998,240.224,0.05500000000000682
11,21,story_21,393.516,393.488,0.02800000000002001
11,22,story_22,345.231,345.232,0.0010000000000331966
11,23,story_23,322.58000000000004,322.608,0.027999999999963165
11,24,story_24,315.657,315.68,0.023000000000024556
11,25,story_25,304.862,304.896,0.033999999999991815
11,26,story_26,294.997,295.024,0.026999999999986812
11,27,story_27,284.80199999999996,284.848,0.04600000000004911
11,28,story_28,274.896,274.928,0.031999999999982265
11,29,story_29,265.452,265.504,0.05200000000002092
11,2,story_2,352.565,352.576,0.011000000000024102
11,30,story_30,240.56,240.624,0.06399999999999295
11,31,story_31,379.227,379.232,0.005000000000052296
11,32,story_32,335.817,335.84,0.022999999999967713
11,33,story_33,321.59,321.6,0.010000000000047748
11,34,story_34,310.81500000000005,310.832,0.016999999999939064
11,35,story_35,304.78200000000004,304.816,0.03399999999993497
11,36,story_36,296.408,296.432,0.02400000000000091
11,37,story_37,288.373,288.416,0.043000000000006366
11,38,story_38,275.597,275.632,0.03500000000002501
11,39,story_39,269.69500000000005,269.728,0.03299999999995862
11,3,story_3,319.96999999999997,320.0,0.03000000000002956
11,40,story_40,255.48799999999997,255.552,0.06400000000002137
11,41,story_41,367.99199999999996,368.0,0.008000000000038199
11,42,story_42,332.275,332.304,0.028999999999996362
11,43,story_43,320.179,320.192,0.013000000000033651
11,44,story_44,308.944,308.976,0.031999999999982265
11,45,story_45,301.249,301.264,0.014999999999986358
11,46,story_46,298.358,298.4,0.04199999999997317
11,47,story_47,288.944,288.976,0.031999999999982265
11,48,story_48,275.728,275.76,0.031999999999982265
11,49,story_49,273.35699999999997,273.392,0.03500000000002501
11,4,story_4,319.169,319.184,0.015000000000043201
11,50,story_50,256.218,256.272,0.053999999999973625
11,51,story_51,352.595,352.608,0.012999999999976808
11,52,story_52,323.071,323.088,0.016999999999995907
11,53,story_53,324.582,324.608,0.02600000000001046
11,54,story_54,308.373,308.4,0.026999999999986812
11,55,story_55,300.65,300.672,0.022000000000048203
11,56,story_56,298.849,298.88,0.03100000000000591
11,57,story_57,289.955,290.0,0.045000000000015916
11,58,story_58,276.92900000000003,276.976,0.04699999999996862
11,59,story_49,273.386,273.392,0.005999999999971806
11,5,story_5,307.563,307.584,0.021000000000015007
11,60,story_50,256.318,256.272,0.04599999999999227
11,6,story_6,290.914,290.96,0.04599999999999227
11,7,story_17,279.96999999999997,280.0,0.03000000000002956
11,8,story_49,273.387,273.392,0.0049999999999954525
11,9,story_9,258.719,258.768,0.04899999999997817
12,10,story_10,239.93099999999998,240.0,0.06900000000001683
12,11,story_11,398.347,398.336,0.010999999999967258
12,12,story_12,351.70500000000004,351.712,0.006999999999948159
12,13,story_13,323.71999999999997,323.744,0.024000000000057753
12,14,story_14,318.958,318.992,0.033999999999991815
12,15,story_15,307.693,307.712,0.019000000000005457
12,16,story_16,294.457,294.496,0.03899999999998727
12,17,story_17,279.969,280.0,0.03100000000000591
12,18,story_18,274.427,274.48,0.05299999999999727
12,19,story_19,263.602,263.648,0.04600000000004911
12,1,story_1,406.442,406.416,0.02600000000001046
12,20,story_20,240.171,240.224,0.05299999999999727
12,21,story_21,393.515,393.488,0.026999999999986812
12,22,story_22,345.231,345.232,0.0010000000000331966
12,23,story_23,322.58,322.608,0.02800000000002001
12,24,story_24,315.657,315.68,0.023000000000024556
12,25,story_25,304.861,304.896,0.03500000000002501
12,26,story_26,295.007,295.024,0.016999999999995907
12,27,story_27,284.802,284.848,0.04599999999999227
12,28,story_28,274.89599999999996,274.928,0.03200000000003911
12,29,story_29,265.452,265.504,0.05200000000002092
12,2,story_2,352.565,352.576,0.011000000000024102
12,30,story_30,240.56,240.624,0.06399999999999295
12,31,story_31,379.229,379.232,0.0030000000000427463
12,32,story_32,335.81600000000003,335.84,0.023999999999944066
12,33,story_33,321.59000000000003,321.6,0.009999999999990905
12,34,story_34,310.815,310.832,0.016999999999995907
12,35,story_35,304.78099999999995,304.816,0.03500000000002501
12,36,story_36,296.407,296.432,0.025000000000034106
12,37,story_37,288.374,288.416,0.04199999999997317
12,38,story_38,275.59700000000004,275.632,0.03499999999996817
12,39,story_39,269.694,269.728,0.033999999999991815
12,3,story_3,319.97900000000004,320.0,0.020999999999958163
12,40,story_40,255.48700000000002,255.552,0.0649999999999693
12,41,story_41,367.993,368.0,0.007000000000005002
12,42,story_42,332.275,332.304,0.028999999999996362
12,43,story_43,320.18,320.192,0.012000000000000455
12,44,story_44,308.944,308.976,0.031999999999982265
12,45,story_45,301.24,301.264,0.02400000000000091
12,46,story_46,298.359,298.4,0.04099999999999682
12,47,story_47,288.94300000000004,288.976,0.03299999999995862
12,48,story_48,275.728,275.76,0.031999999999982265
12,49,story_49,273.356,273.392,0.036000000000001364
12,4,story_4,319.168,319.184,0.016000000000019554
12,50,story_50,256.21799999999996,256.272,0.05400000000003047
12,51,story_51,352.595,352.608,0.012999999999976808
12,52,story_52,323.07099999999997,323.088,0.01700000000005275
12,53,story_53,324.581,324.608,0.026999999999986812
12,54,story_54,308.373,308.4,0.026999999999986812
12,55,story_55,300.65000000000003,300.672,0.02199999999999136
12,56,story_56,298.849,298.88,0.03100000000000591
12,57,story_57,289.95500000000004,290.0,0.04499999999995907
12,58,story_58,276.928,276.976,0.04800000000000182
12,59,story_49,273.386,273.392,0.005999999999971806
12,5,story_5,307.563,307.584,0.021000000000015007
12,60,story_50,256.318,256.272,0.04599999999999227
12,6,story_6,290.915,290.96,0.04499999999995907
12,7,story_17,279.96999999999997,280.0,0.03000000000002956
12,8,story_49,273.387,273.392,0.0049999999999954525
12,9,story_9,258.709,258.768,0.05899999999996908
