sub,run,story_id,dur_run,dur_story,diff
01,57,story_57,289.95500000000004,290.0,0.04499999999995907
01,58,story_58,276.928,276.976,0.04800000000000182
01,59,story_49,273.387,273.392,0.0049999999999954525
01,5,story_5,307.564,307.584,0.01999999999998181
01,60,story_50,256.318,256.272,0.04599999999999227
01,6,story_6,290.915,290.96,0.04499999999995907
01,7,story_17,279.96999999999997,280.0,0.03000000000002956
01,8,story_49,273.387,273.392,0.0049999999999954525
01,9,story_9,258.719,258.768,0.04899999999997817
02,10,story_10,239.929,240.0,0.07099999999999795
02,11,story_11,398.348,398.336,0.012000000000000455
02,12,story_12,351.714,351.712,0.0020000000000095497
02,13,story_13,323.72200000000004,323.744,0.02199999999999136
02,14,story_14,318.958,318.992,0.033999999999991815
02,15,story_15,307.695,307.712,0.016999999999995907
02,16,story_16,294.45700000000005,294.496,0.038999999999930424
02,17,story_17,279.96999999999997,280.0,0.03000000000002956
02,18,story_18,274.427,274.48,0.05299999999999727
02,19,story_19,263.601,263.648,0.047000000000025466
02,1,story_1,406.441,406.416,0.024999999999977263
02,20,story_20,240.17100000000002,240.224,0.05299999999996885
02,21,story_21,393.516,393.488,0.02800000000002001
02,22,story_22,345.23199999999997,345.232,5.684341886080802e-14
02,23,story_23,322.58000000000004,322.608,0.027999999999963165
02,24,story_24,315.658,315.68,0.02199999999999136
02,25,story_25,304.863,304.896,0.03300000000001546
02,26,story_26,294.997,295.024,0.026999999999986812
02,27,story_27,284.80199999999996,284.848,0.04600000000004911
02,28,story_28,274.898,274.928,0.029999999999972715
02,29,story_29,265.45300000000003,265.504,0.05099999999998772
02,2,story_2,352.565,352.576,0.011000000000024102
02,30,story_30,240.561,240.624,0.06299999999998818
02,31,story_31,379.228,379.232,0.004000000000019099
02,32,story_32,335.81699999999995,335.84,0.023000000000024556
02,33,story_33,321.589,321.6,0.011000000000024102
02,34,story_34,310.815,310.832,0.016999999999995907
02,35,story_35,304.783,304.816,0.03299999999995862
02,36,story_36,296.408,296.432,0.02400000000000091
02,37,story_37,288.374,288.416,0.04199999999997317
02,38,story_38,275.598,275.632,0.033999999999991815
02,39,story_39,269.694,269.728,0.033999999999991815
02,3,story_3,319.979,320.0,0.021000000000015007
02,40,story_40,255.48700000000002,255.552,0.0649999999999693
02,41,story_41,367.993,368.0,0.007000000000005002
02,42,story_42,332.275,332.304,0.028999999999996362
