Word ID,Word,Mean of Valid Ratings,SD of Valid Ratings,No.of Valid Ratings
5123,盘子,1.290323,0.461414,31
5124,泡茶,1.709677,0.901611,31
5125,漂浮,2.483871,1.060533,31
5126,平定,3.064516,1.26321,31
5127,仆役,1.9,0.959526,30
5128,企鹅,1.064516,0.249731,31
5129,强弱,3.586207,0.907006,29
5130,峭壁,1.612903,0.954897,31
5131,青春,3.354839,1.141589,31
5132,轻微,3.633333,0.999425,30
5133,情势,3.677419,0.979357,31
5134,雀斑,1.580645,0.807225,31
5135,日历,1.451613,0.767624,31
5136,如此,3.75,1.236033,28
5137,入夜,2.677419,1.221668,31
5138,赊账,2.483871,1.060533,31
5139,申辩,2.870968,1.258092,31
5140,生殖,2.129032,0.991361,31
5141,省却,3.464286,0.999338,28
5142,失火,2.0,1.032796,31
5143,实施,2.935484,0.89202,31
5144,事故,2.129032,0.957146,31
5145,手感,3.129032,1.284314,31
5146,双子,3.291667,1.122078,24
5147,水母,1.322581,0.791079,31
5148,水塘,1.225806,0.425024,31
5149,司仪,1.677419,0.83215,31
5150,思乡,3.612903,1.115868,31
5151,锁链,1.612903,0.919327,31
5152,他人,2.741935,1.124507,31
5153,踏实,3.419355,1.057487,31
5154,太多,3.172414,1.167077,29
5155,梯形,1.774194,0.956022,31
5156,提升,3.266667,1.080655,30
5157,天色,2.580645,1.204829,31
5158,条理,3.290323,1.070624,31
5159,调整,3.366667,1.217214,30
5160,同义,3.2,1.095445,30
5161,微笑,1.967742,0.795147,31
5162,无力,3.516129,1.15097,31
5163,系统,2.8,1.214851,30
5164,纤维,2.258065,1.063571,31
5165,香烟,1.225806,0.425024,31
5166,镶嵌,2.967742,1.277599,31
5167,向心,3.4,0.894427,30
5168,亚裔,1.83871,0.934408,31
5169,样子,3.193548,1.222548,31
5170,一切,3.740741,1.022538,27
5171,义演,2.655172,1.078221,29
5172,淤积,3.133333,1.195778,30
5173,怨言,3.0,1.183216,31
5174,在乎,3.354839,0.914636,31
5175,糟蹋,2.866667,0.899553,30
5176,张贴,1.967742,0.948116,31
5177,障碍,2.806452,1.046243,31
5178,遮掩,2.935484,1.09348,31
5179,知名,3.133333,0.973204,30
5180,直观,3.677419,1.076634,31
5181,致病,3.137931,0.87522,29
5182,中庭,2.521739,1.16266,23
5183,钟楼,1.448276,0.73612,29
5184,骤雨,1.741935,0.815179,31
5185,资源,3.1,1.124952,30
5186,纵情,3.833333,0.74664,30
5187,安慰,2.791667,1.020621,24
5188,白骨,2.291667,1.122078,24
5189,不对,2.416667,1.411649,24
5190,不再,3.565217,0.992063,23
5191,菜苗,1.958333,0.999094,24
5192,蚕豆,1.375,0.76967,24
5193,茶壶,1.5,0.722315,24
5194,痴心,3.75,0.989071,24
5195,臭氧,2.041667,1.232853,24
5196,窗口,2.166667,1.09014,24
5197,瓷器,1.583333,0.583592,24
5198,从政,2.916667,1.138904,24
5199,村镇,1.833333,0.868115,24
5200,大便,1.416667,0.653863,24
5201,低估,3.434783,1.199473,23
5202,叮当,3.434783,1.199473,23
5203,冬季,1.833333,0.916831,24
5204,动静,3.583333,1.017955,24
5205,惰性,3.291667,1.232853,24
5206,砝码,2.695652,1.145536,23
5207,帆布,1.666667,0.916831,24
5208,钢笔,1.166667,0.380693,24
5209,膈膜,3.304348,1.145536,23
5210,跟踪,3.043478,0.877924,23
5211,勾当,3.666667,1.129319,24
5212,规定,2.652174,1.335144,23
5213,合拍,3.25,1.032094,24
5214,衡量,3.541667,0.977093,24
5215,后来,3.625,1.209114,24
5216,后腿,2.217391,0.998022,23
5217,化验,2.666667,0.963087,24
5218,黄色,2.25,1.224745,24
5219,惠顾,3.086957,0.949308,23
5220,婚礼,1.833333,0.816497,24
5221,积分,2.545455,1.405,22
5222,急促,3.166667,0.963087,24
5223,价钱,2.5,1.251086,24
5224,价值,3.541667,1.318074,24
5225,矫形,2.913043,1.040675,23
5226,教主,2.625,1.244553,24
5227,解决,3.333333,1.274044,24
5228,禁欲,2.869565,1.179536,23
5229,旧事,3.333333,1.307725,24
5230,剧情,3.083333,1.348644,24
5231,爵士,2.416667,1.100066,24
5232,开腔,3.3,0.732695,20
5233,堪称,3.958333,0.999094,24
5234,考官,1.75,0.607919,24
5235,烤肉,1.625,0.76967,24
5236,孔雀,1.208333,0.414851,24
5237,劳苦,3.73913,0.810016,23
5238,老千,3.434783,1.160959,23
5239,雷电,1.583333,0.653863,24
5240,立场,3.583333,1.059806,24
5241,利息,2.458333,1.102533,24
5242,连累,3.304348,0.97397,23
5243,镰刀,1.5,0.780189,24
5244,量子,3.478261,1.343996,23
5245,轮回,4.043478,1.223938,23
5246,马厩,1.541667,0.58823,24
5247,蜜蜂,1.25,0.607919,24
5248,苗条,2.958333,1.041703,24
5249,民俗,3.208333,1.284664,24
5250,明天,2.333333,1.34056,24
5251,念诵,2.391304,0.891328,23
5252,女童,1.583333,0.583592,24
5253,配合,3.083333,1.059806,24
5254,披散,3.545455,1.056827,22
5255,品质,3.333333,1.403928,24
5256,品种,2.75,1.188715,24
5257,平静,3.208333,0.931533,24
5258,祈福,3.25,1.188715,24
5259,潜力,3.708333,0.999094,24
5260,蜻蜓,1.333333,0.868115,24
5261,惹祸,3.333333,1.0495,24
5262,仁兄,2.625,0.824226,24
5263,荣幸,3.625,0.875388,24
5264,撒娇,3.041667,1.082636,24
5265,色彩,2.958333,1.232853,24
5266,神话,3.666667,1.239448,24
5267,声望,3.869565,1.140349,23
5268,史诗,3.25,1.390965,24
5269,使命,3.666667,1.239448,24
5270,适宜,3.833333,1.09014,24
5271,收藏,2.521739,0.790257,23
5272,淑女,2.541667,0.931533,24
5273,水车,1.541667,0.658005,24
5274,睡衣,1.416667,0.717282,24
5275,体察,3.695652,0.822125,23
5276,调停,3.478261,1.122884,23
5277,铁桥,1.833333,0.916831,24
5278,童工,1.708333,0.858673,24
5279,望族,3.681818,1.129111,22
5280,温差,2.833333,1.167184,24
5281,吸热,3.208333,1.141287,24
5282,心计,3.869565,0.967863,23
5283,新潮,3.666667,1.09014,24
5284,新婚,2.041667,0.999094,24
5285,雄蜂,1.291667,0.750604,24
5286,严寒,2.333333,1.129319,24
5287,药材,1.916667,0.775532,24
5288,要人,3.5,0.945905,20
5289,液晶,1.916667,0.717282,24
5290,一样,3.434783,1.199473,23
5291,衣橱,1.375,0.494535,24
5292,医药,2.541667,1.020621,24
5293,遗书,2.083333,0.928611,24
5294,遗物,1.916667,1.017955,24
5295,营火,2.590909,0.796366,22
5296,营养,3.478261,1.201119,23
5297,勇夺,4.0,0.852803,23
5298,援兵,2.291667,0.80645,24
5299,云朵,1.625,0.646899,24
5300,噪音,2.458333,1.102533,24
5301,占据,3.565217,0.787752,23
5302,长笛,1.541667,0.883627,24
5303,照应,3.833333,0.868115,24
5304,窒息,3.041667,1.160179,24
5305,主题,3.782609,1.085295,23
5306,驻军,2.173913,0.834058,23
5307,装卸,2.041667,0.954585,24
5308,桌面,1.875,0.797414,24
5309,茁壮,3.565217,0.945135,23
5310,钻石,1.5,0.780189,24
5311,班级,2.333333,1.0495,24
5312,扮演,3.208333,1.250362,24
5313,绑匪,1.583333,0.50361,24
5314,报告,2.521739,1.081647,23
5315,暴晒,2.625,1.13492,24
5316,悲哀,3.708333,0.999094,24
5317,北面,2.375,1.244553,24
5318,查案,2.541667,0.977093,24
5319,柴油,1.375,0.575779,24
5320,乘法,2.375,1.345282,24
5321,吃饭,1.833333,1.00722,24
5322,吃惊,3.25,0.944089,24
5323,池塘,1.416667,0.653863,24
5324,赤足,2.25,0.989071,24
5325,璀璨,3.958333,0.858673,24
5326,存活,3.347826,1.070628,23
5327,搭车,2.041667,0.750604,24
5328,打工,2.166667,1.00722,24
5329,电话,1.5,0.834058,24
5330,独特,4.041667,0.858673,24
5331,对峙,3.291667,0.999094,24
5332,扉页,2.5,1.224745,22
5333,峰会,2.833333,0.963087,24
5334,蜂蜜,1.291667,0.464306,24
5335,福气,3.833333,1.167184,24
5336,复杂,3.695652,0.97397,23
5337,跟随,2.913043,0.949308,23
5338,公爵,2.0,0.904534,23
5339,官职,2.565217,1.27301,23
5340,锅盖,1.583333,0.775532,24
5341,汉奸,2.25,1.073394,24
5342,核弹,1.5,0.722315,24
5343,后果,3.75,0.896854,24
5344,会员,2.458333,1.250362,24
5345,混蛋,2.791667,1.178767,24
5346,稽查,2.782609,1.126399,23
5347,价格,2.125,1.115601,24
5348,坚决,3.347826,1.027295,23
5349,减价,2.125,0.991814,24
5350,剪彩,2.083333,1.017955,24
5351,简单,3.333333,1.167184,24
5352,简明,3.666667,1.129319,24
5353,酱油,1.625,0.923721,24
5354,叫苦,3.333333,1.167184,24
5355,捷径,3.434783,1.199473,23
5356,近日,3.291667,0.999094,24
5357,决断,3.541667,1.020621,24
5358,科技,3.041667,1.334465,24
5359,蝌蚪,1.333333,0.701964,24
5360,空壳,2.772727,1.109776,22
5361,快活,3.75,0.896854,24
5362,旷野,2.916667,1.248187,24
5363,扩张,3.708333,1.082636,24
5364,乐园,2.625,1.172604,24
5365,雷声,1.875,0.850192,24
5366,聊天,2.375,1.244553,24
5367,菱形,1.833333,1.167184,24
5368,零星,3.521739,0.947224,23
5369,留学,2.0,0.932505,24
5370,陋室,3.0,1.215838,24
5371,卵巢,1.625,0.76967,24
5372,论据,3.043478,1.106931,23
5373,螺旋,2.416667,1.17646,24
5374,蒙混,3.625,1.013496,24
5375,名号,3.0,1.215838,24
5376,男女,1.875,0.946963,24
5377,内力,4.0,1.140175,21
5378,年代,2.521739,0.994053,23
5379,念头,3.833333,0.963087,24
5380,凝结,3.583333,1.316011,24
5381,排外,3.695652,0.97397,23
5382,叛乱,2.75,1.259745,24
5383,皮鞭,1.5,0.932505,24
5384,匹敌,3.5,1.021508,24
5385,前往,2.913043,1.083473,23
5386,勤劳,3.041667,1.301476,24
5387,人祸,3.291667,1.232853,24
5388,丧命,2.458333,1.178767,24
5389,山泉,1.75,0.793999,24
5390,赏赐,2.869565,1.289973,23
5391,社员,2.208333,0.832971,24
5392,省略,3.347826,1.152416,23
5393,事迹,3.0,1.14208,24
5394,守望,3.434783,1.236788,23
5395,寿宴,2.333333,1.129319,24
5396,受孕,2.25,1.151558,24
5397,梳洗,2.166667,0.701964,24
5398,鼠疫,1.791667,1.102533,24
5399,四处,3.652174,1.027295,23
5400,四海,3.625,1.279011,24
5401,松弛,3.347826,0.982052,23
5402,台阶,2.25,1.259745,24
5403,太阳,1.333333,0.761387,24
5404,淘汰,2.826087,1.15413,23
5405,同步,3.333333,0.916831,24
5406,骰子,1.375,0.646899,24
5407,图鉴,2.333333,1.00722,24
5408,土著,2.695652,1.145536,23
5409,蔚蓝,3.291667,1.160179,24
5410,瞎子,2.043478,0.877924,23
5411,享受,3.583333,1.100066,24
5412,哮喘,2.0,0.65938,24
5413,刑警,1.583333,0.974308,24
5414,宣传,3.166667,1.167184,24
5415,掩饰,3.458333,1.178767,24
5416,佯攻,3.434783,1.079818,23
5417,以上,3.55,0.887041,20
5418,翌日,2.791667,1.020621,24
5419,阴凉,2.791667,0.883627,24
5420,英军,1.869565,0.868873,23
5421,影坛,2.416667,1.212854,24
5422,应当,3.818182,0.664499,22
5423,硬币,1.458333,0.658005,24
5424,幼稚,3.833333,1.00722,24
5425,鱼竿,1.25,0.442326,24
5426,雨伞,1.541667,1.062367,24
5427,遇险,3.090909,1.019294,22
5428,御赐,3.333333,1.0495,24
5429,炸鸡,1.458333,0.58823,24
5430,只顾,4.0,0.904534,23
5431,制订,3.166667,1.09014,24
5432,滞销,3.125,1.153916,24
5433,左脚,1.625,1.013496,24
5434,矮小,1.677419,0.701764,31
5435,巴结,2.935484,1.09348,31
5436,把握,3.580645,1.118755,31
5437,斑纹,1.935484,0.997847,31
5438,包抄,2.870968,1.087564,31
5439,背叛,2.645161,1.330373,31
5440,倍增,2.709677,1.370974,31
5441,本土,2.366667,1.159171,30
5442,表扬,1.967742,0.948116,31
5443,冰糖,1.225806,0.560338,31
5444,并且,3.75,1.142609,28
5445,病榻,2.4,1.275769,30
5446,仓促,3.064516,0.997847,31
5447,沉默,2.354839,0.984831,31
5448,赤子,3.035714,1.2013,28
5449,丑事,2.903226,1.075634,31
5450,出色,2.935484,1.12355,31
5451,船票,1.258065,0.444803,31
5452,创刊,2.433333,1.250747,30
5453,地球,1.419355,0.847514,31
5454,地狱,3.612903,1.202149,31
5455,吊灯,1.258065,0.444803,31
5456,定律,3.413793,1.15007,29
5457,洞窟,2.032258,1.110071,31
5458,短暂,3.5,1.042213,30
5459,婀娜,3.83871,1.003221,31
5460,飞吻,1.935484,0.771815,31
5461,风格,3.766667,1.222866,30
5462,夫子,2.928571,1.274495,28
5463,敷衍,3.129032,1.05647,31
5464,俯视,2.322581,1.275071,31
5465,负面,3.193548,1.194972,31
5466,改善,3.172414,1.071346,29
5467,感性,3.935484,1.030711,31
5468,钢筋,1.322581,0.791079,31
5469,股票,1.903226,1.075634,31
5470,呵斥,2.677419,1.076634,31
5471,赫然,4.071429,0.81325,28
5472,欢聚,2.064516,0.813858,31
5473,幻象,3.903226,1.011759,31
5474,换气,2.310345,0.849514,29
5475,荒岛,1.580645,0.922829,31
5476,回声,2.483871,1.15097,31
5477,及时,2.827586,1.197288,29
5478,纪念,3.032258,1.224306,31
5479,艰苦,2.709677,0.972747,31
5480,兼职,1.967742,0.948116,31
5481,交通,2.033333,1.033352,30
5482,巨大,2.548387,1.090526,31
5483,开除,2.032258,1.048296,31
5484,扣押,2.096774,0.789719,31
5485,枯燥,3.129032,1.310011,31
5486,列国,3.25,1.109721,28
5487,临海,2.064516,0.963863,31
5488,令郎,1.827586,0.848064,29
5489,流言,3.129032,1.05647,31
5490,吗啡,1.774194,0.990275,31
5491,门锁,1.16129,0.373878,31
5492,门诊,1.83871,0.77875,31
5493,绵力,3.708333,0.907896,24
5494,渺小,3.225806,1.116831,31
5495,明晚,1.580645,0.847514,31
5496,明月,1.483871,0.724383,31
5497,命苦,3.16129,1.213721,31
5498,漂流,2.451613,1.120676,31
5499,婆婆,1.419355,0.807225,31
5500,前辈,1.903226,0.789719,31
5501,前生,3.233333,1.165106,30
5502,钳制,3.0,1.133893,29
5503,桥头,1.580645,0.672022,31
5504,憔悴,2.612903,1.054433,31
5505,亲人,1.774194,0.844972,31
5506,去处,3.225806,1.146289,31
5507,劝解,2.645161,1.050346,31
5508,群众,2.193548,1.077632,31
5509,认罪,2.612903,1.022331,31
5510,弱智,2.645161,1.141589,31
5511,扫描,2.612903,1.256382,31
5512,善后,3.129032,1.175923,31
5513,声调,2.129032,0.921663,31
5514,失恋,2.032258,0.948116,31
5515,手册,1.677419,1.045214,31
5516,树脂,1.709677,1.070624,31
5517,塑胶,1.516129,0.769024,31
5518,谈天,3.266667,1.014833,30
5519,贴近,2.7,1.055364,30
5520,通过,2.655172,1.142549,29
5521,徒手,2.516129,1.091512,31
5522,拖延,2.967742,1.048296,31
5523,外资,2.290323,0.937854,31
5524,晚装,1.6,0.563242,30
5525,王室,1.9,0.959526,30
5526,王族,2.322581,1.076634,31
5527,位于,3.241379,1.214648,29
5528,温度,2.129032,1.087564,31
5529,无机,3.461538,1.066987,26
5530,县城,1.806452,0.909921,31
5531,象棋,1.225806,0.497305,31
5532,笑声,1.741935,0.815179,31
5533,新人,2.258065,1.031754,31
5534,信任,2.833333,1.176885,30
5535,信箱,1.322581,0.475191,31
5536,宿舍,1.322581,0.475191,31
5537,需要,3.354839,1.112007,31
5538,驯服,3.066667,0.868345,30
5539,衙门,1.774194,0.990275,31
5540,亚军,1.5,0.731083,30
5541,遗容,2.322581,1.045214,31
5542,疑惑,3.3,1.149213,30
5543,应战,3.064516,1.152837,31
5544,佣金,2.129032,0.991361,31
5545,忧愁,3.225806,1.407354,31
5546,鱼塘,1.419355,0.62044,31
5547,再见,2.517241,1.121883,29
5548,在场,2.483871,0.961629,31
5549,执导,3.034483,1.238742,29
5550,止血,1.709677,0.782881,31
5551,指挥,2.064516,0.928636,31
5552,志气,3.451613,1.286823,31
5553,治标,3.142857,0.970463,28
5554,重启,2.290323,1.101319,31
5555,重生,3.133333,1.195778,30
5556,助阵,2.709677,1.006431,31
5557,醉心,4.0,0.981307,28
5558,碍眼,3.290323,0.901611,31
5559,边沿,2.466667,1.136642,30
5560,便秘,1.83871,0.898027,31
5561,别墅,1.387097,0.715422,31
5562,不料,3.689655,0.890564,29
5563,布料,1.774194,1.086575,31
5564,采访,2.032258,0.982645,31
5565,采用,2.741935,1.124507,31
5566,承办,2.870968,0.921663,31
5567,除外,3.482759,1.056297,29
5568,触动,3.193548,1.222548,31
5569,纯粹,3.967742,1.016001,31
5570,祠堂,1.451613,0.505879,31
5571,刺杀,1.967742,1.048296,31
5572,代谢,2.966667,1.129032,30
5573,毒品,1.548387,0.925156,31
5574,恩惠,3.16129,1.067607,31
5575,防卫,2.451613,0.994609,31
5576,仿冒,2.774194,1.023383,31
5577,放荡,3.580645,0.958269,31
5578,枫叶,1.290323,0.782881,31
5579,奉告,3.129032,1.05647,31
5580,佛教,1.83871,0.934408,31
5581,否则,3.466667,0.973204,30
5582,扶助,2.645161,0.914636,31
5583,负担,2.933333,1.080655,30
5584,纲领,2.6,1.037238,30
5585,公尺,1.677419,1.045214,31
5586,公函,1.766667,0.8172,30
5587,惯性,2.806452,1.194972,31
5588,国民,1.935484,0.963863,31
5589,过境,2.428571,0.878912,28
5590,海床,2.516129,1.179575,31
5591,海滩,1.387097,0.495138,31
5592,行人,1.870968,1.087564,31
5593,贺卡,1.580645,1.118755,31
5594,花瓣,1.516129,1.028623,31
5595,花费,2.645161,0.950382,31
5596,回礼,2.16129,0.820438,31
5597,荟萃,3.482759,1.021927,29
5598,晦涩,3.928571,0.81325,28
5599,畸形,2.677419,1.194071,31
5600,激战,2.709677,1.006431,31
5601,极光,2.0,0.930949,31
5602,己见,3.516129,0.961629,31
5603,贱人,2.62069,1.146853,29
5604,交给,2.866667,1.136642,30
5605,焦虑,3.064516,1.340037,31
5606,教宗,2.535714,1.104943,28
5607,结账,1.774194,0.804557,31
5608,解析,2.806452,1.108132,31
5609,戒指,1.258065,0.444803,31
5610,金币,1.354839,0.660726,31
5611,禁闭,2.709677,1.006431,31
5612,开支,2.258065,0.929794,31
5613,苛求,3.258065,0.929794,31
5614,科学,3.193548,1.400461,31
5615,克星,2.935484,1.062559,31
5616,口味,2.806452,1.327136,31
5617,匮乏,3.354839,0.950382,31
5618,老伯,1.483871,0.724383,31
5619,力学,2.83871,1.319009,31
5620,炼钢,1.677419,0.791079,31
5621,料想,3.548387,1.059519,31
5622,烈焰,2.225806,1.116831,31
5623,临终,2.333333,1.028334,30
5624,铃声,1.645161,0.877435,31
5625,裸体,1.483871,0.724383,31
5626,盲点,3.096774,1.220788,31
5627,冒犯,3.354839,0.950382,31
5628,铭记,2.967742,1.110071,31
5629,木屋,1.290323,0.528744,31
5630,拿走,2.483871,1.179575,31
5631,内向,3.16129,1.185939,31
5632,披露,3.322581,1.076634,31
5633,瀑布,1.16129,0.454369,31
5634,气力,2.689655,1.137147,29
5635,弃婴,1.645161,0.914636,31
5636,铅球,1.258065,0.444803,31
5637,巧匠,2.612903,1.229564,31
5638,俏皮,2.967742,1.110071,31
5639,惬意,3.516129,1.207503,31
5640,清醒,2.580645,1.057487,31
5641,任何,3.655172,1.369981,29
5642,日记,1.483871,0.851311,31
5643,熔化,2.064516,0.928636,31
5644,三角,1.677419,0.83215,31
5645,诗人,1.741935,0.929794,31
5646,使用,2.677419,1.045214,31
5647,薯条,1.225806,0.425024,31
5648,他日,3.689655,1.168132,29
5649,特别,3.7,1.149213,30
5650,体贴,2.774194,1.055452,31
5651,天花,2.172414,1.197288,29
5652,调情,3.451613,1.206613,31
5653,退步,2.806452,1.108132,31
5654,蜕变,3.1,0.994814,30
5655,温驯,2.967742,1.048296,31
5656,午睡,1.709677,0.642575,31
5657,务必,3.290323,1.188656,31
5658,溪谷,1.866667,1.224276,30
5659,相对,3.516129,1.060533,31
5660,香气,2.129032,0.884757,31
5661,性格,3.064516,1.364685,31
5662,宿怨,3.466667,1.105888,30
5663,锈迹,2.258065,1.124507,31
5664,酗酒,2.096774,0.789719,31
5665,雪人,1.451613,0.722897,31
5666,窑洞,1.290323,0.461414,31
5667,营造,3.16129,0.898027,31
5668,在位,3.133333,1.195778,30
5669,早上,1.612903,0.803219,31
5670,展品,1.806452,0.833441,31
5671,真空,2.516129,1.15097,31
5672,挣脱,3.129032,1.087564,31
5673,殖民,2.419355,1.118755,31
5674,治安,2.580645,1.118755,31
5675,中叶,3.230769,1.031802,26
5676,准则,3.096774,1.135924,31
5677,灼热,2.7,0.952311,30
5678,咨询,2.645161,1.170424,31
5679,罪人,2.258065,1.124507,31
5680,包括,2.76,1.267544,25
5681,饱尝,2.84,0.986577,25
5682,保险,2.0,1.021508,24
5683,变态,3.304348,1.294561,23
5684,表白,2.346154,1.263085,26
5685,兵力,2.423077,1.064822,26
5686,财神,2.12,1.480991,25
5687,操练,2.192308,0.980581,26
5688,曾祖,1.615385,1.022817,26
5689,厂房,1.5,0.707107,26
5690,承认,2.423077,1.172112,26
5691,澄清,2.653846,1.354764,26
5692,踌躇,3.086957,1.202764,23
5693,出丑,3.076923,1.163549,26
5694,出价,2.24,0.925563,25
5695,出境,1.923077,0.97665,26
5696,处罚,2.72,1.208305,25
5697,传令,2.5,0.989949,26
5698,传说,3.692308,1.289007,26
5699,啜泣,1.88,1.092398,25
5700,次等,3.307692,1.010712,26
5701,搭档,1.923077,0.844894,26
5702,嫡传,1.884615,1.107318,26
5703,典籍,2.038462,0.915675,26
5704,点灯,1.846154,1.120439,26
5705,碘酒,1.230769,0.58704,26
5706,儿女,1.423077,0.643309,26
5707,发狂,3.24,1.128421,25
5708,反弹,3.416667,0.928611,24
5709,反攻,2.769231,1.031802,26
5710,锋利,2.44,1.227464,25
5711,敷药,1.884615,0.993053,26
5712,浮现,3.884615,1.032547,26
5713,妇科,2.307692,1.192283,26
5714,告别,2.576923,1.101747,26
5715,官能,3.652174,0.982052,23
5716,贵姓,1.92,1.15181,25
5717,过客,3.0,1.131371,26
5718,海岸,1.884615,0.951921,26
5719,海峡,1.923077,0.89098,26
5720,寒假,1.846154,0.967153,26
5721,行动,3.192308,1.16685,26
5722,合理,3.6,1.154701,25
5723,回忆,3.653846,1.354764,26
5724,火山,1.230769,0.429669,26
5725,极权,3.791667,1.102533,24
5726,寄生,3.230769,0.908083,26
5727,加冕,2.92,0.909212,25
5728,缰绳,2.2,1.190238,25
5729,接触,3.0,1.095445,26
5730,结合,3.461538,1.066987,26
5731,锦标,3.08,1.187434,25
5732,精华,3.96,1.206924,25
5733,窘境,3.269231,0.961569,26
5734,开恩,3.608696,1.269901,23
5735,课本,1.5,0.860233,26
5736,来信,1.884615,0.951921,26
5737,滥用,3.538462,1.066987,26
5738,历险,3.307692,0.970329,26
5739,伶俐,3.307692,1.225373,26
5740,灵性,4.153846,0.833897,26
5741,幔帐,2.583333,1.411649,24
5742,面相,2.64,1.319091,25
5743,呐喊,2.0,0.866025,25
5744,男人,1.230769,0.514408,26
5745,闹市,2.269231,1.002305,26
5746,宁愿,3.846154,1.084152,26
5747,扭伤,1.961538,0.870897,26
5748,暖气,1.769231,0.992278,26
5749,虐待,2.68,1.249,25
5750,培训,2.346154,0.891843,26
5751,飘泊,3.576923,1.172112,26
5752,屏障,3.038462,1.310901,26
5753,歧途,3.423077,0.902134,26
5754,气量,4.375,0.575779,24
5755,器官,1.884615,0.993053,26
5756,穷人,2.115385,1.17735,26
5757,如果,4.416667,0.880547,24
5758,洒脱,3.576923,1.02657,26
5759,上演,3.36,1.150362,25
5760,生肖,1.807692,0.895287,26
5761,失窃,2.038462,0.915675,26
5762,市镇,1.68,0.748331,25
5763,事务,2.807692,1.132051,26
5764,树林,1.423077,0.577794,26
5765,送货,1.769231,0.764601,26
5766,讨伐,3.08,0.953939,25
5767,污水,1.423077,0.503831,26
5768,无耻,3.730769,1.079173,26
5769,误会,3.269231,1.150919,26
5770,蜥蜴,1.153846,0.464095,26
5771,洗雪,4.285714,1.101946,21
5772,仙人,3.84,1.344123,25
5773,相近,3.375,1.013496,24
5774,香艳,3.615385,1.168826,26
5775,想法,3.730769,1.282426,26
5776,心醉,3.923077,1.163549,26
5777,信奉,3.576923,1.101747,26
5778,性质,3.423077,1.301478,26
5779,许久,3.083333,0.974308,24
5780,选举,2.038462,0.99923,26
5781,延长,3.038462,1.182566,26
5782,演变,3.461538,1.139501,26
5783,仰角,2.8,1.258306,25
5784,腰带,1.269231,0.452344,26
5785,遗照,1.461538,0.706018,26
5786,屹立,3.461538,1.207668,26
5787,抑制,3.346154,1.198075,26
5788,右手,1.153846,0.367946,26
5789,圆滑,3.884615,1.070586,26
5790,栽培,2.961538,0.99923,26
5791,针线,1.461538,0.859338,26
5792,真实,3.346154,1.294366,26
5793,镇定,3.115385,1.17735,26
5794,知音,3.269231,1.150919,26
5795,忠贞,3.5,1.272792,26
5796,周到,3.653846,1.263085,26
5797,专注,3.346154,1.198075,26
5798,追忆,3.846154,1.155588,26
5799,走失,2.230769,1.031802,26
5800,足迹,2.576923,1.301478,26
5801,组队,2.076923,0.688365,26
5802,遵照,2.846154,1.255143,26
5803,安静,2.92,1.22202,25
5804,百姓,2.0,1.080123,25
5805,伴郎,1.653846,0.93562,26
5806,表象,3.807692,1.200641,26
5807,病历,1.615385,0.897861,26
5808,波及,3.8,0.957427,25
5809,才能,3.576923,1.270372,26
5810,谗言,3.423077,1.238485,26
5811,猖狂,3.76,1.051982,25
5812,车箱,1.423077,0.503831,26
5813,撤职,2.461538,1.174079,26
5814,冲锋,2.653846,1.056118,26
5815,出生,2.115385,0.863802,26
5816,出席,2.0,0.848528,26
5817,磁铁,1.692308,1.158248,26
5818,打动,3.461538,1.066987,26
5819,担任,3.076923,1.016782,26
5820,得救,2.5,0.948683,26
5821,的确,3.304348,1.222322,23
5822,敌意,3.307692,1.158248,26
5823,地震,1.384615,0.637302,26
5824,地主,1.807692,0.800961,26
5825,动词,3.307692,1.378963,26
5826,堵塞,2.6,1.118034,25
5827,度过,3.44,1.003328,25
5828,对骂,2.384615,1.134087,26
5829,恶运,3.692308,1.289007,26
5830,仿生,3.391304,1.305204,23
5831,飞弛,3.375,1.095941,24
5832,封条,1.692308,0.928191,26
5833,烽火,2.423077,1.390628,26
5834,夫妻,1.5,0.707107,26
5835,伏法,2.75,1.359348,24
5836,干部,2.192308,1.096147,26
5837,干线,2.92,1.28841,25
5838,革职,2.423077,0.945434,26
5839,阁下,2.16,1.106044,25
5840,根治,2.84,1.143095,25
5841,贡品,2.192308,1.16685,26
5842,规则,2.72,1.369915,25
5843,闺秀,2.32,1.281926,25
5844,后盾,3.12,1.092398,25
5845,后勤,2.307692,1.010712,26
5846,候选,2.576923,1.172112,26
5847,回味,3.730769,0.961569,26
5848,混合,3.269231,1.115623,26
5849,记述,2.769231,1.142198,26
5850,甲子,2.272727,1.162174,22
5851,江山,3.28,1.45831,25
5852,叫喊,2.153846,1.007663,26
5853,阶段,3.384615,1.061204,26
5854,揭露,3.115385,1.107318,26
5855,解脱,3.692308,1.158248,26
5856,锦衣,2.72,1.339154,25
5857,举办,2.653846,1.056118,26
5858,绝对,3.25,1.293798,24
5859,客官,1.846154,0.833897,26
5860,口碑,3.384615,1.235376,26
5861,宽恕,3.615385,1.235376,26
5862,礼节,3.038462,1.248384,26
5863,流行,3.807692,1.059027,26
5864,旅费,1.961538,0.773603,26
5865,满座,2.076923,1.230385,26
5866,门路,3.5,1.240967,26
5867,免疫,3.16,1.280625,25
5868,女孩,1.346154,0.628796,26
5869,爬山,1.653846,0.891843,26
5870,胚胎,2.269231,1.250846,26
